Unnamed: 0,Emotion,Text,Clean_Text
22153,joy,"Yesterday, when the final whistle blew at the final match between OIS and IFK and it was certain that OIS had won the Swedish title.",Yesterday final whistle blew final match OIS IFK certain OIS Swedish title
22154,joy," Well , such things are just unavoidable in a great metropolis like Beijing . I think a still more desirable benefit is psychological . Bicycling home after work can help release your stress . Life in the offices is miserable . You just sit there in a daze , gazing at the monitor and dealing with files and documents . Why don't you give a full play to your energy after work ? Enjoy the speed on the road . Just think , you are flashing past the poles with your own energy . How great ! ", things unavoidable great metropolis like Beijing  think desirable benefit psychological  Bicycling home work help release stress  Life offices miserable  sit daze  gazing monitor dealing files documents  play energy work  Enjoy speed road  think  flashing past poles energy  great 
22155,sadness,@RayBansN_Boobs -_- wtf Im not there lol I got my Mike n' Ikes already smmfh I got the whip and all to come pick yo big head ahh up,   wtf Im lol got Mike n Ikes smmfh got whip come pick yo big head ahh
22156,neutral, I will do . ,
22157,joy, That ’ s smart . What do you usually do to relieve your anger ? ,’ smart  usually relieve anger 
22158,sadness,"Despite the sadness of the occasion , many gave way to hysterical giggling as they gradually realized that every compartment contained mourners or corpses . ",Despite sadness occasion  gave way hysterical giggling gradually realized compartment contained mourners corpses 
22160,sadness,My uncle passed away last night . ,uncle passed away night 
22161,sadness,Nails became miserable with anxiety . ,Nails miserable anxiety 
22162,sadness,School today. Sigh... ,School today Sigh
22163,anger,I'm so angry at Bob for buying a new bike . ,Im angry Bob buying new bike 
22164,sadness,just left @TyKeyes92 and @JusSayin_Shell and im pretty sure I'm gonna cry myself to sleep tonight. ,left     im pretty sure Im gonna cry sleep tonight
22165,joy,Well tomorrows gonna consist of calling companies and shouting about their incompetence ,tomorrows gonna consist calling companies shouting incompetence
22166,sadness,"Discovering that Lillehammer provided no musical environment that suits my taste, even though I had been told so.",Discovering Lillehammer provided musical environment suits taste told so
22168,sadness,"Bert , a lanky , lugubrious individual , declined . ",Bert  lanky  lugubrious individual  declined 
22170,anger," Get out of my store , you jerk ! ",store  jerk 
22171,joy,I love teaching on Wednesdays. It makes me laugh and provides an interesting challenge. ,love teaching Wednesdays makes laugh provides interesting challenge
22172,anger,What the hack am i doing with my life? NOTHING because this dicksick ank come to fix my water yet. ,hack life dicksick ank come fix water yet
22173,anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me.  Finally, at breakfast one day, we had an argument and I tried to defend my friend.",mother time trying separate good friend who thought good company me Finally breakfast day argument tried defend friend
22174,neutral, I ’ m a defender . It ’ s a lot of fun . You don ’ t have to be able to skate as fast on defense . ,’ defender  ’ lot fun  ’ able skate fast defense 
22177,sadness,Too broke to go to black friday. ,broke black friday
22179,neutral," Yes , I do . ",Yes  
22180,sadness,@Michael_Waite where art thou? i miss your face #desire,  art thou miss face #desire
22183,sadness,@orangejbt haha nah. For the most part im done skating for the season unless we get some really nice days. It's just to cold. ,  haha nah im skating season nice days cold
22186,sadness,"Lark in the Morning, Seattle: closed permanently ",Lark Morning Seattle: closed permanently
22188,sadness,Just made the finished the last power point for the semester for Progressive Caucus.  ,finished power point semester Progressive Caucus
22189,joy,My mono test came back positive.  ,mono test came positive
22190,joy,"Tomorrow we have a day with no meetings, no scheduled phone calls, just actually working from morn till night. ",Tomorrow day meetings scheduled phone calls actually working morn till night
22191,sadness,I don't understand what to even do anymore. Good mood gone bad. ,understand anymore Good mood gone bad
22193,anger, What ? You're overcharging me ! , overcharging 
22194,joy,Champion's League round tonight. :),Champions League round tonight :)
22196,joy,Listening to Christmas music as I clean. :) ,Listening Christmas music clean :)
22197,joy,Failed spanish quiz with alek ,Failed spanish quiz alek
22199,sadness,"It was hot , sunny and the water looked so cool and inviting that Maggie felt quite downcast about having no swimsuit . ",hot  sunny water looked cool inviting Maggie felt downcast swimsuit 
22200,sadness,I don ’ t know what I ’ m going to do ! It ’ s going to be impossible to make ends meet if I lose my job ! ,’ know ’ going  ’ going impossible ends meet lose job 
22202,sadness,@anniiwebb you sound like you don't want me as a life coach... ,  sound like want life coach
22203,joy,"Charleigh Emery Duvall arrived last night at 9:13 p.m. EST, 6 lbs, 14 oz, 20 in. Anybody got a primer for new grandparents? ",Charleigh Emery Duvall arrived night 9:13 pm EST 6 lbs 14 oz 20 in Anybody got primer new grandparents
22204,joy,Class canceled time to do more work ,Class canceled time work
22205,anger,It was when I discovered that my boyfriend had another girl. I discovered it through a letter he wrote to the girl when he was away. When I asked him he accepted it.,discovered boyfriend girl discovered letter wrote girl away asked accepted it
22207,sadness,packing up and almost ready to go to the airport #yayforclasstonight,packing ready airport #yayforclasstonight
22208,joy,"We were pleased to see the Canadians do so well in the World Cup after they had beaten us over there "" ! ",pleased Canadians World Cup beaten  
22210,sadness,"I'm sorry , sir . I'm going to have to ask you to leave . ",Im sorry  sir  Im going ask leave 
22212,sadness,IM GUH IMMA BE BROKE FOR BLACK FRIDAY ,IM GUH IMMA BROKE BLACK FRIDAY
22213,joy,"Suddenly , to her relief , the telephone rang , Joanna picked it up , wrote down the message , and came back to the table , looking elated . ",Suddenly  relief  telephone rang  Joanna picked  wrote message  came table  looking elated 
22214,joy,"lions, wings, and desperate housewives! ",lions wings desperate housewives
22215,anger,Richard Nixon repeatedly expressed his exasperation at having to work with an unresponsive bureaucracy . ,Richard Nixon repeatedly expressed exasperation work unresponsive bureaucracy 
22216,joy,cometh after #Pain. #NothingisImpossiblie. The true way to wealth is aiming to daily improve your health!,cometh #Pain #NothingisImpossiblie true way wealth aiming daily improve health
22218,joy,Teacher is coming in an hour -_-,Teacher coming hour 
22219,anger,QUIT USING FACEBOOK TO ADVERTISE YOUR BUSINESS! I WILL DELETE YOU! ,QUIT FACEBOOK ADVERTISE BUSINESS DELETE YOU
22220,joy,"I cry 2 tears , one for  one for im just happy to be here :)",cry 2 tears  im happy :)
22222,joy,@Mrctn615 wat up bro am feeling nothing but rite now to.ite we gon turn up..........literally,  wat bro feeling rite toite gon turn upliterally
22224,anger,Israel is also miffed by Kohl 's plan to visit the walled Old City of east Jerusalem without Mayor Ehud Olmert .,Israel miffed Kohl s plan visit walled Old City east Jerusalem Mayor Ehud Olmert 
22227,joy,@Gagaa94 comment ca? Moi c ma smaine qui commence pas du bon pied ,  comment ca Moi c smaine qui commence pas du bon pied
22228,neutral, Not much . ,
22230,joy,"love hearing random angry outbursts from cubes down the hall: &quot;it's on the f***ing attachment I sent you, you lazy sack of s**t!!!!&quot; ",love hearing random angry outbursts cubes hall: quotits f***ing attachment sent you lazy sack s**tquot
22232,joy,@HLNTV I change HLNTV for lighter fare &amp; eagerly await the Behar Show.,  change HLNTV lighter fare amp eagerly await Behar Show
22233,joy,just got stressed out about a study guide...that i haven't even done yet ,got stressed study guidethat
22234,neutral,Excuse me . ,Excuse 
22236,neutral, I see . ,
22237,joy,"Talkiing about the past happy hours with two friends at night in a camp a few months ago.  We shared our feelings, notions and every hidden anxiety.  I thought that they cared for me and I was very happy and satified.",Talkiing past happy hours friends night camp months ago shared feelings notions hidden anxiety thought cared happy satified
22238,sadness,"It was performance that drew applause from a press corps relieved to be approaching the end of at least the first election campaign this year , and brought smiles to previously glum ministerial faces . ",performance drew applause press corps relieved approaching end election campaign year  brought smiles previously glum ministerial faces 
22240,joy,This happened when I was selected to go to Secondary school to start Form I in October 1980.,happened selected Secondary school start Form October 1980
22241,sadness,"Christmas Eve: there was a tension between my parents, they did not even try to restore a harmonic atmosphere. Mother stayed in her room almost the whole day. I felt alone and was very sad.",Christmas Eve: tension parents try restore harmonic atmosphere Mother stayed room day felt sad
22242,joy,its 4am and I'm wide awake. Sore throat &amp; lots of water.. :(,4am Im wide awake Sore throat amp lots water :(
22243,sadness,Lundi y a J Cole je n'y serai pas ,Lundi J Cole je ny serai pas
22244,joy,"When I was at school, no one thought I could pass my MCE so at the end of the year my name was announced on the radio that I had passed. I was the happiest person.",school thought pass MCE end year announced radio passed happiest person
22247,anger,Why aren ’ t they are aware of the gravity of the situation ? ,’ aware gravity situation 
22248,sadness,@MollyWilensky ah thanks lady! but unfortunately i already have my homework command station set up here ,  ah thanks lady unfortunately homework command station set
22250,joy,It Feels Good To See The Red Light On Ma BB Flash Again (Y) ,Feels Good Red Light BB Flash (Y)
22251,anger,Don't bury ur until u've killed it. When u bury &quot;living anger&quot; it functions as a seed &amp; grows into a Bitterness Tree Via @hartramsey,bury ur uve killed it u bury quotliving angerquot functions seed amp grows Bitterness Tree  
22252,joy,@JimKomorowski me u &amp; @kevintreid can take the south p bus together next semester !,  u amp   south p bus semester 
22253,sadness,"After a disagreement between my parents, when I was alone with my father and my sister, the aggression continued, when my father tried to put me and my sister against my mother revealing facts that had happened in the past like a talk between my father and his mother in law where she told him that my mother was not quite save.",disagreement parents father sister aggression continued father tried sister mother revealing facts happened past like talk father mother law told mother save
22254,joy,Back to the otter box ,otter box
22255,anger,"I was angry the other day because the teacher told me to sweep some orange peels. It was my friends who were supposed to sweep, but the teacher told me to do it.",angry day teacher told sweep orange peels friends supposed sweep teacher told it
22256,sadness,"My Juicy Couture rainboots are ripped. What can I do with them? I have never thrown out anything Juicy, not starting now. ",Juicy Couture rainboots ripped them thrown Juicy starting now
22257,neutral, Good . ,Good 
22258,joy,so happy i've finished this english coursework. 998 wordss :D,happy ive finished english coursework 998 wordss :D
22260,joy,"Eating biscuits and drinking Milo (Chocolate energy drink made with milk and usually drunk warm) with my friend at College. We get on really well, don't withold any feelings about each other's friends and are pretty good at cheering each other up when we are homesick.",Eating biscuits drinking Milo (Chocolate energy drink milk usually drunk warm) friend College well withold feelings others friends pretty good cheering homesick
22261,joy,stupid Iphone4 is broke again..  hopefully this will work.. only 5 more hours!! ,stupid Iphone4 broke again hopefully work 5 hours
22262,joy,Practice tomorrow @ 7:30 . Sleep . Now . Gnite . .,Practice tomorrow @ 7:30  Sleep   Gnite  
22264,sadness,:( sad face. Missing my bestest friends in the world. I need you guys.  ,:( sad face Missing bestest friends world need guys
22266,joy,NW Road. This shit good as hell,NW Road shit good hell
22267,anger,Last week a friend of mine called on me and said I was moody and difficult to persuade. With this I got angry with her.,week friend called said moody difficult persuade got angry her
22268,neutral, Not yet . ,
22269,joy,"It's cold as crap, and I'm stuck waitin for momma outside in front of the gym. ",cold crap Im stuck waitin momma outside gym
22270,anger,"She looked a little less resentful than earlier , and -- dare he hope it ? -- even slightly anxious for him . ",looked little resentful earlier   dare hope   slightly anxious 
22271,joy,"Elaine exclaimed , her delight evident as she entered the open-plan living- and dining-room decorated in a fresh lemon and blue fabric which Christina had chosen . ",Elaine exclaimed  delight evident entered openplan living diningroom decorated fresh lemon blue fabric Christina chosen 
22274,sadness,"When I received the S.Y.J.C results, the marks I obtained were not up to my expectations and I missed admission in engineering.",received SYJC results marks obtained expectations missed admission engineering
22275,joy,Wohoooo only 3 more pages for  then works cited. Guess I'll finish it tomorrow and start on the lovely 10 page paper.,Wohoooo 3 pages works cited Guess Ill finish tomorrow start lovely 10 page paper
22276,joy,The @sticknutzman just announced to me that my Birthdaymas present was a Steam Holiday Sale shopping spree. #cheer #christmas #steam,  announced Birthdaymas present Steam Holiday Sale shopping spree #cheer #christmas #steam
22277,sadness,"I had to retire the picture of Michael Emerson doing that weird, amazing expression. ",retire picture Michael Emerson weird amazing expression
22278,anger,"I gave some personal information to a friend of mine, and he told it to some others who were implicated in the affair.",gave personal information friend mine told implicated affair
22280,joy,This is pretty exciting. I'm in a seminar with 49 other ladies who are business owners.   ,pretty exciting Im seminar 49 ladies business owners
22281,joy,Ugh. Ate so much i'm feeling sick now. #not #Fatkidproblems,Ugh Ate im feeling sick now #not #Fatkidproblems
22282,sadness,I lead a rather secure life.  The only thing I can remember is a song from the nineteenth century which is against alcohol.  Both the melody and the word (although naive) effected my emotions.,lead secure life thing remember song nineteenth century alcohol melody word (although naive) effected emotions
22283,anger,"best stat if the night, Kyle only getting mad at the refs 3 times ",best stat night Kyle getting mad refs 3 times
22284,sadness,Uh-oh . I'm in trouble . ,Uhoh  Im trouble 
22285,sadness,"Liz must have looked as woebegone as she felt when they staggered into the stuffy carriage , because Barbara had burst out laughing . ",Liz looked woebegone felt staggered stuffy carriage  Barbara burst laughing 
22288,joy,@DoodlesDaisy it was good I enjoyed it :0)  going to sleep now early start again night love you x x x,  good enjoyed :0) going sleep early start night love x x x
22289,joy,"@TheBodyShopUK when my son shares things without being asked to, like offering strangers a sweet! Brings me joy, he's only 3years old.",  son shares things asked to like offering strangers sweet Brings joy hes 3years old
22290,joy," Oh , Where is that ? ",Oh  
22291,sadness,I feel like crying now like i wish u knew how i felt rite now ,feel like crying like wish u knew felt rite
22292,anger,I was peeved to see Robert Kilroy-Silk credited with inventing the egg trick in a recent colour supp. profile . ,peeved Robert KilroySilk credited inventing egg trick recent colour supp profile 
22294,joy,I bought to go under the sheets &amp; plank in my bed. I'm going to close my eyes &amp; fake dead. !,bought sheets amp plank bed Im going close eyes amp fake dead 
22296,joy,The identities that can be taken are the ones we foolishly put our hope in. The ONLY one that can't is that we're children of God. ,identities taken ones foolishly hope in cant were children God
22297,sadness, I am sorry for that . We will improve the dishes next time . ,sorry  improve dishes time 
22299,joy,Working on a necklace design!  ,Working necklace design
22300,joy,"At the eye doctor, my eyes got worse. ",eye doctor eyes got worse
22302,sadness,Coffee all over my Bill Russell book. :'( ,Coffee Bill Russell book :(
22303,joy,I was happy when I understood that the girl I liked was in love with me.,happy understood girl liked love me
22304,anger,"She was acting like some idiotic schoolgirl , not an intelligent woman , she thought in exasperation . ",acting like idiotic schoolgirl  intelligent woman  thought exasperation 
22305,anger,here's a good joke: verizon customer support!!  ,heres good joke: verizon customer support
22309,sadness,"When one day nobody could rouse him from his trailer , it was Lee Marvin who entered quietly and found a sombre , lonely , sad man . ",day rouse trailer  Lee Marvin entered quietly found sombre  lonely  sad man 
22310,joy,I felt joy when I passed the worst phase in my life and discovered how many people considered me important to them.,felt joy passed worst phase life discovered people considered important them
22311,neutral, Why not ? ,
22312,joy,When I passed the first year and so I could come back for my second year.,passed year come second year
22313,joy,Leave My Past In The PAST ,Leave Past PAST
22314,joy,Al final acabo cayendo en lo de ir a ,Al final acabo cayendo en lo de ir
22315,joy,off to work I go.. gotta stick a 45 minute bus journey first mind! ,work go gotta stick 45 minute bus journey mind
22316,joy,Time for bed I guess... work 9-6 ,Time bed guess work 96
22317,joy,my brain is fried.... and i haven't started my homework......  ,brain fried started homework
22318,joy,The day started well and ended even better! Now off on date night with @susandoern for #sushi,day started ended better date night   #sushi
22319,anger,"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",impression arouse anger see angry respects ~Richard M Nixon
22320,anger,"I was ridiculous mad with @Jilian_Lovex  and @BritUntitled . Seriously, don't mess with important school papers.",ridiculous mad      Seriously mess important school papers
22321,joy,Today is the big day ! I get to swim 3 times 50 m. ,Today big day  swim 3 times 50 m
22323,joy,"So, all the teachers decided to give me more homework than they have all semester this week. ",So teachers decided homework semester week
22324,neutral,How are you feeling,feeling
22326,joy,I've gone scissors happy on it so at least it fits in my room but now lights won't work to the freaking world!,Ive gone scissors happy fits room lights work freaking world
22327,joy,guess im stayin for the entire class period today.... -__-,guess im stayin entire class period today 
22328,anger,The butcher becomes incensed . ,butcher incensed 
22329,joy,The day I was told that I had been accepted as a student of economics.,day told accepted student economics
22330,joy,"I'll be working in 2 different kitchens tomorrow, in between a trip to Southmead ",Ill working 2 different kitchens tomorrow trip Southmead
22334,anger,"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially.",recently football match national teams Bulgaria France felt strong anger Scottish referee ran match partially
22335,sadness,Not being able to distinguish a dream from reality ,able distinguish dream reality
22337,anger,I remember that when I was in school I saw a case of partiality - one of the teachers gave private coaching classes to some girls and she would give these girls extra attention in class and would ignore the others.,remember school saw case partiality  teachers gave private coaching classes girls girls extra attention class ignore others
22338,anger,"I don't care if you 're offended , that 's the truth . "" ",care re offended  s truth  
22339,neutral, Who ? ,
22340,sadness,"odeio ouvir um disco legal,procurar um lugar pra baixa-lo e não encontrar!!!! =S ( )",odeio ouvir um disco legalprocurar um lugar pra baixalo e não encontrar =S ( )
22341,joy,Just bought a treat for some friends @flyncupcake and when I delivered found out they just became a sponsor. #ilovemyjob,bought treat friends   delivered found sponsor #ilovemyjob
22345,joy,spca tomorrow for community service.. ,spca tomorrow community service
22346,neutral, Thank you . I suppose I should go to see a doctor . ,Thank  suppose doctor 
22349,neutral, Why not ? ,
22350,sadness,"When I understood that my marriage was falling apart, and we decided to be legally separated.",understood marriage falling apart decided legally separated
22351,neutral, Thanks ! ,Thanks 
22353,sadness,@grespo era meglio quella dove c'ero io. ,  era meglio quella dove cero io
22354,joy,Have to read a book an write a paper on it in 8 days. ,read book write paper 8 days
22356,anger,What a terrible house ! ,terrible house 
22357,joy,Lunch with the old folks at the club then heading back up to tampa ,Lunch old folks club heading tampa
22358,joy,THE LOCKOUT IS OVER! roll on the 66 game season!   ,LOCKOUT OVER roll 66 game season
22359,joy,People there is a greater than anything in the world and that is to know that #God loves you more that the grains of sand in the world,People greater world know #God loves grains sand world
22361,anger,"I live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me. I was really angry, told him to get out. He was surprised, hesitated; I started to move towards him and he backed off - kept telling him - loudly, but firmly to go. Because I'd got the initiative, I succeeded. A very powerful message.",live weeks ago woke man end bed coming bed me angry told out surprised hesitated started backed  kept telling  loudly firmly go Id got initiative succeeded powerful message
22362,joy,When I drove partially across the country with my father. We stopped in a few towns and stayed overnight in motels. The joy I got was from the feedom I felt and the real beauty of the country.,drove partially country father stopped towns stayed overnight motels joy got feedom felt real beauty country
22364,joy,Blank.,Blank
22366,sadness, My manager jumped on me for my mistake today . ,manager jumped mistake today 
22368,sadness,Ugh @steelers game isn't showing on ANY of my channels. ,Ugh   game showing channels
22369,anger," They were supposed to , but so far nobody ’ s turned up , and I ’ m left on my own to do the work . This is the first break I ’ Ve had all day . ",supposed  far ’ turned  ’ left work  break ’ day 
22370,sadness,@NNNADROJ I am going back to  for a few days...to bad ill miss you ,  going daysto bad ill miss
22371,joy,Omg the loveseat in the living room is cleaned off. I can't remember the last time i sat on it! ,Omg loveseat living room cleaned off cant remember time sat it
22372,neutral,"Hi , Kate . ",Hi  Kate 
22374,joy,About to soak in the tub and get into bed! School in the AM! .. Night tweeties! :),soak tub bed School AM  Night tweeties :)
22375,joy,"In a Sondheim mood today.. Of course. The one Monday I had to cancel my lesson (Where we work on Sondheim), I have pneumonia! ",Sondheim mood today course Monday cancel lesson (Where work Sondheim) pneumonia
22376,neutral, That's true . And sometimes the tickets are cheaper during the week as well . ,Thats true  tickets cheaper week 
22377,sadness,I feel like a total selfish bitch :( ,feel like total selfish bitch :(
22378,anger,This situation keeps occurring - when my little sister disagrees with me or vice-versa. We have very similar temperaments and I always end up feeling angry at her and myself for fighting so much over unimportant trivial matters.,situation keeps occurring  little sister disagrees viceversa similar temperaments end feeling angry fighting unimportant trivial matters
22379,sadness,"@_captainmorg yeah, but I have a strange feeling it's sarcasm cause I tweeted a few days ago I wanted to be one hahaha ",  yeah strange feeling sarcasm cause tweeted days ago wanted hahaha
22380,sadness,Final CSA cult meeting ,Final CSA cult meeting
22382,joy,Gotta do it all tomorrow thou. My Friday night will consist of ; writing a paper and a load of algebra. ,Gotta tomorrow thou Friday night consist  writing paper load algebra
22383,joy,When people call you a freak for giving your best friend a running hug&gt;&gt;&gt;&gt;&gt; ,people freak giving best friend running huggtgtgtgtgt
22384,anger,She sounded very disappointed and David knew she was suppressing her exasperation . ,sounded disappointed David knew suppressing exasperation 
22386,joy, I'm sorry . What's your name again ? ,Im sorry  Whats 
22387,anger,When @AlexaaDee's phone dies right in the middle of a breakdown ... ,  phone dies right middle breakdown 
22388,joy,after 14 hours of shopping i have to deal with vomiting animals ,14 hours shopping deal vomiting animals
22389,joy,"I was biking with my boyfriend, the sun shining after a long period of bad weather, afterwards we spent the evening and night together.",biking boyfriend sun shining long period bad weather spent evening night together
22390,sadness,My bunny ears of my cell phone cover are falling off ,bunny ears cell phone cover falling
22391,joy,guess i should start reading this 1000+ page book cause I'm only in the 300's and its gotta get ready by Wednesday. ,guess start reading 1000+ page book cause Im 300s gotta ready Wednesday
22393,joy,"  hoping for a better day, wait I have conditioning #dreamstream",hoping better day wait conditioning #dreamstream
22394,joy,Love when it's raining and I have to walk to class ,Love raining walk class
22397,joy,Gonna be a nerd and do homework kill christian gets here at like 1 ,Gonna nerd homework kill christian gets like 1
22401,anger,"I was living in a flat where things did not go very well for me.  Finally, they threw me out and this prejudiced people I esteem a lot.",living flat things me Finally threw prejudiced people esteem lot
22402,joy,Break! Think of someone you'd like to apologize to. See them smiling. Feel their hug as they tell you it's OK. #LJB,Break Think like apologize to smiling Feel hug tell OK #LJB
22405,joy,The dude opposite me has more feminine finger(s)/nails than I do #manhands #ihaveem,dude opposite feminine finger(s)/nails #manhands #ihaveem
22406,sadness,Hate how weak my nails are!!!! Had to cut them all each one of them were breaking :( #manicureNEEDED,Hate weak nails are cut breaking :( #manicureNEEDED
22407,sadness,Bye Alec! I'll miss you so much. Have fun in Belize. ,Bye Alec Ill miss much fun Belize
22408,neutral, What ? ,
22409,anger,When I damaged my wristwatch which I liked very much.,damaged wristwatch liked much
22410,joy,When the whole family gets together for a one week holiday.  Everybody feels free and the trip is well planned.  It works out well and we enjoy ourselves.,family gets week holiday Everybody feels free trip planned works enjoy ourselves
22411,joy,"Took my LAST quiz ever for government. I have always hated those. Now I just have an essay, 2 projects, homework, a test &amp; finals ",Took quiz government hated those essay 2 projects homework test amp finals
22412,joy,6 hours of field hockey this weekend. ,6 hours field hockey weekend
22414,anger,PREECHITRT @hartramsey: Righteous never BLOWS UP or CLAMS UP. It surveys the situation &amp; obeys GOD in spite of satanic aggravation.,PREECHITRT   Righteous BLOWS CLAMS UP surveys situation amp obeys GOD spite satanic aggravation
22416,sadness,Movie on black civil rights?  # kanye lol,Movie black civil rights # kanye lol
22417,anger,"The comrade staying next doors insulted me for what he called  the misuse of his iron.  He called me stupid, self centered etc.  I wanted to punch him but instead went for a walk to the mining school to cool off.",comrade staying doors insulted called misuse iron called stupid self centered etc wanted punch instead went walk mining school cool off
22418,sadness, I doubt if I can pass it . ,doubt pass 
22419,sadness,Seatbelts. Keep you safe in an accident. cause terrible pain next day. ,Seatbelts safe accident cause terrible pain day
22420,neutral, He is too scared to ask her . ,scared ask 
22421,joy,"Looking anything but delighted at the prospect , he stood up . ",Looking delighted prospect  stood 
22422,anger," Oh right ... present company excluded , of course ! ",Oh right  present company excluded  course 
22423,sadness,Many parents experience deep pain and despair about their teenage children . ,parents experience deep pain despair teenage children 
22424,joy,Christmas Break= all the bitches and jerks I hated in high school coming home for an entire month. ,Christmas Break= bitches jerks hated high school coming home entire month
22425,joy,Landlords were not pleased to find that their apartment blocks had overnight become the property of the tenants . ,Landlords pleased find apartment blocks overnight property tenants 
22426,joy,My boyfriend was playing with my cat. He was playing games with her and telling nice things to her. ,boyfriend playing cat playing games telling nice things her
22427,joy,- Excuse Me Can I See Your Dang A Lang Brother....I Mean You Know Just Juggle Your Balls Like The Wrangling Brothers. ^_^ # , Excuse Dang Lang BrotherI Mean Know Juggle Balls Like Wrangling Brothers ^^ #
22428,joy,You See The Outfit Bitch I'm Killing You Hoes ,Outfit Bitch Im Killing Hoes
22429,joy,Train rides would be more enjoyable if my ears didn't bleed the entire trip... ,Train rides enjoyable ears bleed entire trip
22430,joy,Dance practice for 4 hours.. ,Dance practice 4 hours
22432,sadness," no , that would be crazy . But then who will it be ? Oh dear , it must be me . I should have known it ! Why else would he have talked to me alone about the downsizing . What should I do ? I've got a family t ", crazy   Oh dear   known  talked downsizing   Ive got family
22434,joy,Reunion with my wife after a legal separation.,Reunion wife legal separation
22436,neutral, OK . ,OK 
22439,sadness,Her tone was sad . ,tone sad 
22440,joy,i cant help but 2 think abt ppl who are alone 2day or without food 2 eat! I pray God brings them &amp; Provides all they need!!!,cant help 2 think abt ppl 2day food 2 eat pray God brings amp Provides need
22443,sadness,"My father suddenly fell ill. He stayed for 3 months in the hospital: the last month on intensive care of the Academic Hospital, then he died.",father suddenly fell ill stayed 3 months hospital: month intensive care Academic Hospital died
22444,neutral,Hello ? ,Hello 
22445,sadness,Today's soundtrack goes along with the rain. ,Todays soundtrack goes rain
22446,sadness,@jennymagnotta you're such a business school success.   ,  business school success
22447,joy,"@TheBodyShopUK Your Aloe Vera Lip care is just amazing! It's an utter at any time,but especially in the #Winter!",  Aloe Vera Lip care amazing utter timebut especially #Winter
22448,joy,can not wait to be done with high school... only a year and a half to go... ,wait high school year half go
22449,sadness,It's sad u know when two people break up when both their profile pics change ,sad u know people break profile pics change
22450,anger,"you end things with me because you say you're not ready for a relationship, 3 weeks later you're dating someone?  ",end things ready relationship 3 weeks later dating someone
22451,joy,Nothing not even a windy day can mess with how am feeling wohoo ,windy day mess feeling wohoo
22452,joy,"He considered this thoughtfully , then a gleam of amusement came into his eyes . ",considered thoughtfully  gleam amusement came eyes 
22453,sadness,"One of these days, we'll tire of taking digs at  InsaneSibal and others. But they won't ever tire of stupidity. #fb",days well tire taking digs InsaneSibal others tire stupidity #fb
22456,neutral, See you . ,
22459,neutral, What ? ,
22460,joy,Just remembered the bar of chocolate I bought in WHSmiths earlier ,remembered bar chocolate bought WHSmiths earlier
22461,anger,When I met my new girlfriend with another man in the street.,met new girlfriend man street
22464,joy,back in the land where uggs are considered appropriate footwear and foster the people are still &quot;indie&quot; ,land uggs considered appropriate footwear foster people quotindiequot
22465,sadness,"mac about to die...need to charge, but do not want to leave ",mac dieneed charge want leave
22466,sadness,I lost my tanning goggles:( ,lost tanning goggles:(
22468,sadness,When the mother of a good friend of mine died.,mother good friend died
22469,joy,"Eggs, pancakes, n bacon with @Chrissyynguyen :) now watching august rush next to our gorgeous Christmas tree ",Eggs pancakes n bacon   :) watching august rush gorgeous Christmas tree
22470,joy,"English vocabulary about state, right and politics ",English vocabulary state right politics
22473,joy,"@TheBodyShopUK lots of things bring me like my bed but I have to say Christmas,  I love it especially when I'm with family! Xmas= #JOY",  lots things bring like bed Christmas love especially Im family Xmas= #JOY
22475,joy,My mother along with some of my friends gave me a surprise birthday party - they invited a large number of my friends along too.,mother friends gave surprise birthday party  invited large number friends too
22476,sadness,"It seems as i gain a follower, i lose one. Stuck at 123. ",gain follower lose one Stuck 123
22477,anger,"Dear tv channels, if ur playing a sporting event instead of ur regular programming, put that that's Wats airing on the guide! ",Dear tv channels ur playing sporting event instead ur regular programming thats Wats airing guide
22479,joy,A 5 hour shift turned into a 8 hour shift. ,5 hour shift turned 8 hour shift
22482,anger,When I failed an exam I thought I would pass.,failed exam thought pass
22483,anger,They had returned much less of my taxes than I had expected. ,returned taxes expected
22486,joy,"Tonight, I'll announce the lucky  winner of the Cookie Cookbook! :) xoxo In the meantime, enjoy this fantastic day! ",Tonight Ill announce lucky winner Cookie Cookbook :) xoxo meantime enjoy fantastic day
22487,neutral, Yes . ,Yes 
22488,sadness,gosh DAMNIT..just got of work -___- &amp; i gotta DICK full of homework &amp; a SACK full of ,gosh DAMNITjust got work  amp gotta DICK homework amp SACK
22489,anger,Hywel was glaring mad at having to put a suit on . ,Hywel glaring mad suit 
22490,joy,"Looking forward to next term's Create sessions @theeggbath. Sensory, sequencing, movement, makaton, music &amp; Shakespeare  ",Looking forward terms Create sessions   Sensory sequencing movement makaton music amp Shakespeare
22491,anger,One career wife spoke about her exasperation when her husband listened to her with half an ear as he watched television . ,career wife spoke exasperation husband listened half ear watched television 
22492,joy,Bye bye man u Hahahahaha ,Bye bye man u Hahahahaha
